Product.Name;Well_ID_384;Row_ID_384;Col_ID_384;Target;Pathway;concentration;Library_ID
Difloxacin HCl;H09;H;9;Others;Others;NA;7
Dapson;H10;H;10;others;Others;NA;7
Oxeladin Citrate;H11;H;11;Others;Others;NA;7
Alcaftadine;H12;H;12;Histamine Receptor;Neuronal Signaling;NA;7
Vinblastine sulfate;H13;H;13;Microtubule Associated;Cytoskeletal Signaling;NA;7
Sodium sulfadiazine;H14;H;14;others;Others;NA;7
Citric acid trilithium salt tetrahydrate;H15;H;15;others;Others;NA;7
Zolpidem;H16;H;16;GABA receptor;Neuronal Signaling;NA;7
i-Inositol;H17;H;17;others;Others;NA;7
Sulisobenzone;H18;H;18;others;Others;NA;7
Trimetazidine dihydrochloride;H19;H;19;others;Others;NA;7
Atazanavir;H20;H;20;HIV Protease;Proteases;NA;7
Carsalam;H21;H;21;others;Others;NA;7
Etonogestrel;H22;H;22;Estrogen/progestogen Receptor;Endocrinology&Hormones;NA;7
Mitomycin C;H23;H;23;DNA/RNA Synthesis;DNA Damage;NA;7
DMSO;H24;H;24;NA;NA;NA;7
Choline Chloride;I01;I;1;Others;Others;NA;7
DMSO;I02;I;2;NA;NA;NA;7
Nifuroxazide;I03;I;3;Others;Others;NA;7
Sertraline HCl;I04;I;4;5-HT Receptor;Neuronal Signaling;NA;7
Broxyquinoline;I05;I;5;Others;Others;NA;7
DMSO;I06;I;6;NA;NA;NA;7
Isosorbide;I07;I;7;Others;Others;NA;7
Sodium 4-Aminosalicylate;I08;I;8;NF-_B;NF-_B;NA;7
Valnemulin HCl;I09;I;9;Others;Others;NA;7
DMSO;I10;I;10;NA;NA;NA;7
Mexiletine HCl;I11;I;11;Others;Others;NA;7
Pramoxine HCl;I12;I;12;Others;Others;NA;7
Cetrimonium Bromide (CTAB);I13;I;13;Others;Others;NA;7
DMSO;I14;I;14;NA;NA;NA;7
Buspirone HCl;I15;I;15;Others;Others;NA;7
Triclabendazole;I16;I;16;Others;Others;NA;7
Rotigotine;I17;I;17;Dopamine Receptor;Neuronal Signaling;NA;7
DMSO;I18;I;18;NA;NA;NA;7
Chloroambucil;I19;I;19;DNA/RNA Synthesis;DNA Damage;NA;7
Ampicillin Trihydrate;I20;I;20;Others;Others;NA;7
Salmeterol Xinafoate;I21;I;21;Adrenergic Receptor;GPCR & G Protein;NA;7
DMSO;I22;I;22;NA;NA;NA;7
Pacritinib (SB1518);I23;I;23;JAK;JAK/STAT;NA;7
Entrectinib (RXDX-101);I24;I;24;Trk receptor;Protein Tyrosine Kinase;NA;7
Ethoxzolamide;J01;J;1;Others;Others;NA;7
Fluphenazine (dihydrochloride);J02;J;2;Dopamine Receptor;GPCR & G Protein;NA;7
Nalmefene HCl;J03;J;3;Others;Others;NA;7
Hydroquinone;J04;J;4;others;Others;NA;7
Tacrine HCl;J05;J;5;Others;Others;NA;7
Chlormadinone acetate;J06;J;6;others;Others;NA;7
Dicyclomine HCl;J07;J;7;Others;Others;NA;7
Acetohydroxamic acid;J08;J;8;others;Others;NA;7
Fosfomycin Tromethamine;J09;J;9;Others;Others;NA;7
Modafinil;J10;J;10;others;Others;NA;7
Pasiniazid;J11;J;11;Others;Others;NA;7
Ethosuximide;J12;J;12;others;Others;NA;7
Acetazolamide;J13;J;13;Carbonic Anhydrase;Metabolism;NA;7
Cyproheptadine hydrochloride;J14;J;14;5-HT receptor;Neuronal Signaling;NA;7
DEET;J15;J;15;others;Others;NA;7
Armodafinil;J16;J;16;others;Others;NA;7
Iopamidol;J17;J;17;others;Others;NA;7
Sulpiride;J18;J;18;Dopamine Receptor;Neuronal Signaling;NA;7
Urethane;J19;J;19;others;Others;NA;7
Fusidate Sodium;J20;J;20;others;Others;NA;7
Carzenide;J21;J;21;others;Others;NA;7
Hydroxyprogesterone caproate;J22;J;22;others;Others;NA;7
Pimavanserin;J23;J;23;5-HT Receptor;GPCR & G Protein;NA;7
DMSO;J24;J;24;NA;NA;NA;7
Cetylpyridinium Chloride;K01;K;1;Others;Others;NA;7
DMSO;K02;K;2;NA;NA;NA;7
Penciclovir;K03;K;3;Others;Others;NA;7
Spironolactone;K04;K;4;Androgen Receptor;Endocrinology & Hormones;NA;7
Ethacridine lactate monohydrate;K05;K;5;Others;Others;NA;7
DMSO;K06;K;6;NA;NA;NA;7
Cysteamine HCl;K07;K;7;Others;Others;NA;7
Sodium Nitrite;K08;K;8;Others;Others;NA;7
Liothyronine Sodium;K09;K;9;Others;Others;NA;7
DMSO;K10;K;10;NA;NA;NA;7
Fidaxomicin;K11;K;11;Others;Others;NA;7
Difluprednate;K12;K;12;Others;Others;NA;7
Deoxycorticosterone acetate;K13;K;13;Others;Others;NA;7
DMSO;K14;K;14;NA;NA;NA;7
Luliconazole;K15;K;15;Others;Others;NA;7
Histamine 2HCl;K16;K;16;Histamine Receptor;Neuronal Signaling;NA;7
Carteolol HCl;K17;K;17;Adrenergic Receptor;GPCR & G Protein;NA;7
DMSO;K18;K;18;NA;NA;NA;7
MetoclopraMide HCl;K19;K;19;Dopamine Receptor;Neuronal Signaling;NA;7
Amfenac Sodium Monohydrate;K20;K;20;Others;Others;NA;7
Mupirocin;K21;K;21;DNA/RNA Synthesis;DNA Damage;NA;7
DMSO;K22;K;22;NA;NA;NA;7
Vorapaxar;K23;K;23;Protease-activated Receptor;GPCR & G Protein;NA;7
Rocilinostat (ACY-1215);K24;K;24;HDAC;Epigenetics;NA;7
Isoetharine Mesylate;L01;L;1;Others;Others;NA;7
Halothane;L02;L;2;others;Others;NA;7
Nialamide;L03;L;3;Others;Others;NA;7
Triacetin;L04;L;4;others;Others;NA;7
Pimozide;L05;L;5;Others;Others;NA;7
Cephalothin;L06;L;6;others;Others;NA;7
Thioridazine HCl;L07;L;7;Others;Others;NA;7
Gallic acid;L08;L;8;others;Others;NA;7
Bephenium Hydroxynaphthoate;L09;L;9;Others;Others;NA;7
Nandrolone decanoate;L10;L;10;others;Others;NA;7
Procodazole;L11;L;11;Others;Others;NA;7
(+/-)-Sulfinpyrazone;L12;L;12;COX;Neuronal Signaling;NA;7
17-Hydroxyprogesterone;L13;L;13;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;7
Teneligliptin hydrobromide;L14;L;14;DPP-4;Proteases;NA;7
Dehydroacetic acid;L15;L;15;others;Others;NA;7
Ciclesonide;L16;L;16;others;Others;NA;7
Methylene Blue;L17;L;17;others;Others;NA;7
Parecoxib;L18;L;18;COX;Neuronal Signaling;NA;7
Xylitol;L19;L;19;others;Others;NA;7
Molsidomine;L20;L;20;others;Others;NA;7
Citiolone;L21;L;21;others;Others;NA;7
Tiagabine;L22;L;22;GABA Receptor;Neuronal Signaling;NA;7
Oclacitinib;L23;L;23;JAK;JAK/STAT;NA;7
DMSO;L24;L;24;NA;NA;NA;7
Sulfaguanidine;M01;M;1;Others;Others;NA;7
DMSO;M02;M;2;NA;NA;NA;7
Tiratricol;M03;M;3;Others;Others;NA;7
Retapamulin;M04;M;4;Others;Others;NA;7
Bemegride;M05;M;5;Others;Others;NA;7
DMSO;M06;M;6;NA;NA;NA;7
Clofibric Acid;M07;M;7;Others;Others;NA;7
Zinc Pyrithione;M08;M;8;Proton Pump;Transmembrane Transporters;NA;7
Amoxapine;M09;M;9;Others;Others;NA;7
DMSO;M10;M;10;NA;NA;NA;7
Fluorometholone Acetate;M11;M;11;Others;Others;NA;7
Droperidol;M12;M;12;Others;Others;NA;7
Serotonin HCl;M13;M;13;Others;Others;NA;7
DMSO;M14;M;14;NA;NA;NA;7
Tamibarotene;M15;M;15;Others;Others;NA;7
Sulconazole Nitrate;M16;M;16;Others;Others;NA;7
Demeclocycline HCl;M17;M;17;Others;Others;NA;7
DMSO;M18;M;18;NA;NA;NA;7
Digoxin;M19;M;19;Sodium Channel;Transmembrane Transporters;NA;7
Penfluridol;M20;M;20;Others;Others;NA;7
(R)-(+)-Atenolol;M21;M;21;NA;Others;NA;7
DMSO;M22;M;22;NA;NA;NA;7
Bardoxolone Methyl;M23;M;23;I_B/IKK;NF-_B;NA;7
Otenabant (CP-945598) HCl;M24;M;24;Cannabinoid Receptor;GPCR & G Protein;NA;7
Mepiroxol;N01;N;1;Others;Others;NA;7
Hexylresorcinol;N02;N;2;others;Others;NA;7
Pentoxifylline;N03;N;3;Others;Others;NA;7
Butamben;N04;N;4;others;Others;NA;7
Carbachol;N05;N;5;Others;Others;NA;7
Cefazolin Sodium;N06;N;6;others;Others;NA;7
Mepenzolate Bromide;N07;N;7;Others;Others;NA;7
Levofloxacin hydrate;N08;N;8;others;Others;NA;7
Brucine;N09;N;9;Others;Others;NA;7
Dextromethorphan (hydrobromide hydrate);N10;N;10;others;Others;NA;7
Sodium 4-aminohippurate Hydrate;N11;N;11;Others;Others;NA;7
Chlorotrianisene;N12;N;12;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;7
Aceglutamide;N13;N;13;others;Others;NA;7
Prasugrel Hydrochloride;N14;N;14;P2 Receptor;Neuronal Signaling;NA;7
Ethylparaben;N15;N;15;others;Others;NA;7
Cefmenoxime hydrochloride;N16;N;16;others;Others;NA;7
Nitrofurantoin;N17;N;17;others;Others;NA;7
Eslicarbazepine Acetate;N18;N;18;others;Others;NA;7
Aminoguanidine (hydrochloride);N19;N;19;others;Others;NA;7
Rebeprazole sodium;N20;N;20;proton pump;Transmembrane Transporters;NA;7
Cloxiquine;N21;N;21;others;Others;NA;7
Gluconolactone;N22;N;22;others;others;NA;7
Bitopertin;N23;N;23;Others;Others;NA;7
DMSO;N24;N;24;NA;NA;NA;7
Trometamol;O01;O;1;Others;Others;NA;7
DMSO;O02;O;2;NA;NA;NA;7
Domiphen Bromide;O03;O;3;Others;Others;NA;7
Methyclothiazide;O04;O;4;Others;Others;NA;7
Aminothiazole;O05;O;5;Others;Others;NA;7
DMSO;O06;O;6;NA;NA;NA;7
Chromocarb;O07;O;7;Others;Others;NA;7
Propranolol HCl;O08;O;8;Adrenergic Receptor;GPCR & G Protein;NA;7
Azaperone;O09;O;9;Others;Others;NA;7
DMSO;O10;O;10;NA;NA;NA;7
Oxybuprocaine HCl;O11;O;11;Others;Others;NA;7
Dydrogesterone;O12;O;12;Others;Others;NA;7
Tranylcypromine (2-PCPA) HCl;O13;O;13;MAO;Epigenetics;NA;7
DMSO;O14;O;14;NA;NA;NA;7
Ebastine;O15;O;15;Histamine Receptor;Neuronal Signaling;NA;7
Tilmicosin;O16;O;16;Others;Others;NA;7
Nelfinavir Mesylate;O17;O;17;HIV Protease;Proteases;NA;7
DMSO;O18;O;18;NA;NA;NA;7
Labetalol HCl;O19;O;19;Adrenergic Receptor;GPCR & G Protein;NA;7
Ethamsylate;O20;O;20;Others;Others;NA;7
Anisotropine Methylbromide;O21;O;21;Others;Others;NA;7
DMSO;O22;O;22;NA;NA;NA;7
Sotagliflozin (LX4211);O23;O;23;SGLT;GPCR & G Protein;NA;7
Empagliflozin (BI 10773);O24;O;24;SGLT;GPCR & G Protein;NA;7
Mesoridazine Besylate;P01;P;1;Others;Others;NA;7
Piperazine;P02;P;2;others;Others;NA;7
Piromidic Acid;P03;P;3;Others;Others;NA;7
Butylparaben;P04;P;4;others;Others;NA;7
Glafenine HCl;P05;P;5;Others;Others;NA;7
Cefixime;P06;P;6;others;Others;NA;7
Aceclidine HCl;P07;P;7;Others;Others;NA;7
Folic acid;P08;P;8;others;Others;NA;7
Clofoctol;P09;P;9;Others;Others;NA;7
Fenoldopam (mesylate);P10;P;10;Dopamine Receptor;Neuronal Signaling;NA;7
Trimipramine Maleate;P11;P;11;Others;Others;NA;7
Diazoxide;P12;P;12;potassium channel;Transmembrane Transporters;NA;7
Acetylleucine;P13;P;13;others;Others;NA;7
Desogestrel;P14;P;14;others;Others;NA;7
Fenbufen;P15;P;15;COX;Neuronal Signaling;NA;7
Dantrolene sodium;P16;P;16;others;Others;NA;7
Pantoprazole sodium;P17;P;17;Pronton Pump;Transmembrane Transporters;NA;7
Hydroquinidine;P18;P;18;others;Others;NA;7
Azelaic acid;P19;P;19;others;Others;NA;7
Sivelestat sodium;P20;P;20;Serine Protease;Proteases;NA;7
Danthron;P21;P;21;others;Others;NA;7
Fluoxymesterone;P22;P;22;Androgen Receptor;Endocrinology & Hormones;NA;7
Ponesimod;P23;P;23;S1P Receptor;GPCR & G Protein;NA;7
DMSO;P24;P;24;NA;NA;NA;7
DMSO;K23;K;23;NA;NA;1;8
DMSO;C24;C;24;NA;NA;0,04;8
DMSO;K24;K;24;NA;NA;0,0016;8
DMSO;E17;E;17;NA;NA;0,2;8
DMSO;G14;G;14;NA;NA;0,008;8
DMSO;J05;J;5;NA;NA;1;8
DMSO;M19;M;19;NA;NA;0,04;8
DMSO;G05;G;5;NA;NA;0,0016;8
DMSO;I14;I;14;NA;NA;0,2;8
DMSO;G12;G;12;NA;NA;0,008;8
DMSO;L02;L;2;NA;NA;1;8
DMSO;J02;J;2;NA;NA;0,04;8
DMSO;C16;C;16;NA;NA;0,0016;8
DMSO;B08;B;8;NA;NA;0,2;8
DMSO;G08;G;8;NA;NA;0,008;8
DMSO;E06;E;6;NA;NA;1;8
DMSO;L18;L;18;NA;NA;0,04;8
DMSO;N10;N;10;NA;NA;0,0016;8
DMSO;O06;O;6;NA;NA;0,2;8
DMSO;A17;A;17;NA;NA;0,008;8
DMSO;D10;D;10;NA;NA;1;8
DMSO;K09;K;9;NA;NA;0,04;8
DMSO;M18;M;18;NA;NA;0,0016;8
DMSO;G16;G;16;NA;NA;0,2;8
DMSO;B03;B;3;NA;NA;0,008;8
DMSO;I08;I;8;NA;NA;1;8
DMSO;P24;P;24;NA;NA;0,04;8
DMSO;F16;F;16;NA;NA;0,0016;8
DMSO;F03;F;3;NA;NA;0,2;8
DMSO;L06;L;6;NA;NA;0,008;8
DMSO;O22;O;22;NA;NA;1;8
DMSO;E13;E;13;NA;NA;0,04;8
Bortezomib;G02;G;2;PSMB1;NA;1;8
Bortezomib;K13;K;13;PSMB1;NA;0,04;8
Bortezomib;P07;P;7;PSMB1;NA;0,0016;8
Bortezomib;C15;C;15;PSMB1;NA;0,2;8
Bortezomib;G07;G;7;PSMB1;NA;0,008;8
Defactinib;A02;A;2;PTK2;NA;0,0016;8
Defactinib;O02;O;2;PTK2;NA;0,04;8
Defactinib;M22;M;22;PTK2;NA;0,008;8
Defactinib;J16;J;16;PTK2;NA;0,2;8
Defactinib;C21;C;21;PTK2;NA;1;8
MK-8776/ SCH900776;K17;K;17;CHEK1;NA;1;8
MK-8776/ SCH900776;K03;K;3;CHEK1;NA;0,0016;8
MK-8776/ SCH900776;H07;H;7;CHEK1;NA;0,008;8
MK-8776/ SCH900776;I05;I;5;CHEK1;NA;0,04;8
MK-8776/ SCH900776;K20;K;20;CHEK1;NA;0,2;8
17AAG;K16;K;16;HSP90AA1;NA;0,2;8
17AAG;I21;I;21;HSP90AA1;NA;1;8
17AAG;E16;E;16;HSP90AA1;NA;0,0016;8
17AAG;O18;O;18;HSP90AA1;NA;0,04;8
17AAG;K05;K;5;HSP90AA1;NA;0,008;8
Crizotinib;L14;L;14;ALK;NA;0,008;8
Crizotinib;H01;H;1;ALK;NA;0,2;8
Crizotinib;I24;I;24;ALK;NA;0,0016;8
Crizotinib;M09;M;9;ALK;NA;0,04;8
Crizotinib;B02;B;2;ALK;NA;1;8
Dacarbazine;N08;N;8;DNA/RNA Synthesis;DNA Damage;0,0016;8
Dacarbazine;G10;G;10;DNA/RNA Synthesis;DNA Damage;1;8
Dacarbazine;P05;P;5;DNA/RNA Synthesis;DNA Damage;0,008;8
Dacarbazine;F18;F;18;DNA/RNA Synthesis;DNA Damage;0,2;8
Dacarbazine;D03;D;3;DNA/RNA Synthesis;DNA Damage;0,04;8
Fludarabine;I06;I;6;STAT, DNA/RNA Synthesis;JAK/STAT;1;8
Fludarabine;J22;J;22;STAT, DNA/RNA Synthesis;JAK/STAT;0,008;8
Fludarabine;J11;J;11;STAT, DNA/RNA Synthesis;JAK/STAT;0,0016;8
Fludarabine;O13;O;13;STAT, DNA/RNA Synthesis;JAK/STAT;0,04;8
Fludarabine;J08;J;8;STAT, DNA/RNA Synthesis;JAK/STAT;0,2;8
Gemcitabine;N22;N;22;RRM1;DNA Damage;0,008;8
Gemcitabine;A06;A;6;RRM1;DNA Damage;0,04;8
Gemcitabine;C04;C;4;RRM1;DNA Damage;0,0016;8
Gemcitabine;M03;M;3;RRM1;DNA Damage;1;8
Gemcitabine;P13;P;13;RRM1;DNA Damage;0,2;8
Miglitol;I09;I;9;MGAM;Others;0,04;8
Miglitol;F06;F;6;MGAM;Others;0,008;8
Miglitol;J15;J;15;MGAM;Others;0,2;8
Miglitol;I23;I;23;MGAM;Others;0,0016;8
Miglitol;P17;P;17;MGAM;Others;1;8
Mitomycin C;I10;I;10;DNA/RNA Synthesis;DNA Damage;0,04;8
Mitomycin C;L23;L;23;DNA/RNA Synthesis;DNA Damage;0,2;8
Mitomycin C;J10;J;10;DNA/RNA Synthesis;DNA Damage;1;8
Mitomycin C;H23;H;23;DNA/RNA Synthesis;DNA Damage;0,0016;8
Mitomycin C;H22;H;22;DNA/RNA Synthesis;DNA Damage;0,008;8
Bexaroten;A07;A;7;RXRG;NA;0,04;8
Bexaroten;E11;E;11;RXRG;NA;1;8
Bexaroten;C10;C;10;RXRG;NA;0,008;8
Bexaroten;K18;K;18;RXRG;NA;0,0016;8
Bexaroten;P10;P;10;RXRG;NA;0,2;8
Docetaxel;H17;H;17;Microtubule Associated;Others;0,0016;8
Docetaxel;M04;M;4;Microtubule Associated;Others;0,008;8
Docetaxel;B22;B;22;Microtubule Associated;Others;0,04;8
Docetaxel;H06;H;6;Microtubule Associated;Others;0,2;8
Docetaxel;C12;C;12;Microtubule Associated;Others;1;8
Alpelisib;D24;D;24;PIK3CA;NA;0,0016;8
Alpelisib;N21;N;21;PIK3CA;NA;1;8
Alpelisib;L07;L;7;PIK3CA;NA;0,2;8
Alpelisib;B23;B;23;PIK3CA;NA;0,008;8
Alpelisib;O07;O;7;PIK3CA;NA;0,04;8
AZD 4547;N03;N;3;FGFR1;NA;0,04;8
AZD 4547;J04;J;4;FGFR1;NA;1;8
AZD 4547;A18;A;18;FGFR1;NA;0,2;8
AZD 4547;B14;B;14;FGFR1;NA;0,0016;8
AZD 4547;M11;M;11;FGFR1;NA;0,008;8
AZD 5363;B10;B;10;AKT1;NA;0,008;8
AZD 5363;J23;J;23;AKT1;NA;1;8
AZD 5363;F19;F;19;AKT1;NA;0,0016;8
AZD 5363;O01;O;1;AKT1;NA;0,2;8
AZD 5363;F17;F;17;AKT1;NA;0,04;8
Binimetinib;O24;O;24;MAP2K1;NA;1;8
Binimetinib;M13;M;13;MAP2K1;NA;0,008;8
Binimetinib;O21;O;21;MAP2K1;NA;0,0016;8
Binimetinib;K07;K;7;MAP2K1;NA;0,2;8
Binimetinib;G04;G;4;MAP2K1;NA;0,04;8
Birinapant;I12;I;12;Caspase;Apoptosis;1;8
Birinapant;H18;H;18;Caspase;Apoptosis;0,04;8
Birinapant;E14;E;14;Caspase;Apoptosis;0,2;8
Birinapant;O14;O;14;Caspase;Apoptosis;0,0016;8
Birinapant;G11;G;11;Caspase;Apoptosis;0,008;8
GSK2636771;P22;P;22;PI3K;PI3K/Akt/mTOR;1;8
GSK2636771;C23;C;23;PI3K;PI3K/Akt/mTOR;0,008;8
GSK2636771;C17;C;17;PI3K;PI3K/Akt/mTOR;0,2;8
GSK2636771;I02;I;2;PI3K;PI3K/Akt/mTOR;0,0016;8
GSK2636771;O20;O;20;PI3K;PI3K/Akt/mTOR;0,04;8
Irinotecan / SN-38;P14;P;14;TOP1MT;NA;0,0016;8
Irinotecan / SN-38;E20;E;20;TOP1MT;NA;1;8
Irinotecan / SN-38;A15;A;15;TOP1MT;NA;0,2;8
Irinotecan / SN-38;B05;B;5;TOP1MT;NA;0,04;8
Irinotecan / SN-38;F05;F;5;TOP1MT;NA;0,008;8
Napabucasin;I17;I;17;STAT;JAK/STAT;0,0016;8
Napabucasin;O08;O;8;STAT;JAK/STAT;0,04;8
Napabucasin;G03;G;3;STAT;JAK/STAT;1;8
Napabucasin;P21;P;21;STAT;JAK/STAT;0,008;8
Napabucasin;F20;F;20;STAT;JAK/STAT;0,2;8
Ponatinib;J03;J;3;ABL1;NA;0,0016;8
Ponatinib;O12;O;12;ABL1;NA;0,04;8
Ponatinib;M02;M;2;ABL1;NA;0,2;8
Ponatinib;C03;C;3;ABL1;NA;0,008;8
Ponatinib;L12;L;12;ABL1;NA;1;8
Taselisib;A01;A;1;PIK3CA;NA;1;8
Taselisib;E01;E;1;PIK3CA;NA;0,008;8
Taselisib;C01;C;1;PIK3CA;NA;0,2;8
Taselisib;P11;P;11;PIK3CA;NA;0,04;8
Taselisib;M06;M;6;PIK3CA;NA;0,0016;8
Paclitaxel;N18;N;18;Microtubule Associated;Others;1;8
Paclitaxel;H19;H;19;Microtubule Associated;Others;0,2;8
Paclitaxel;B16;B;16;Microtubule Associated;Others;0,04;8
Paclitaxel;I01;I;1;Microtubule Associated;Others;0,008;8
Paclitaxel;F07;F;7;Microtubule Associated;Others;0,0016;8
Venetoclax;B21;B;21;BCL2;NA;0,008;8
Venetoclax;E10;E;10;BCL2;NA;0,2;8
Venetoclax;C22;C;22;BCL2;NA;0,0016;8
Venetoclax;H02;H;2;BCL2;NA;1;8
Venetoclax;C11;C;11;BCL2;NA;0,04;8
Bleomycin;E22;E;22;LIG1, LIG3;NA;0,2;8
Bleomycin;D16;D;16;LIG1, LIG3;NA;1;8
Bleomycin;P20;P;20;LIG1, LIG3;NA;0,0016;8
Bleomycin;D11;D;11;LIG1, LIG3;NA;0,008;8
Bleomycin;K11;K;11;LIG1, LIG3;NA;0,04;8
Dabrafenib;F23;F;23;BRAF;NA;0,04;8
Dabrafenib;L24;L;24;BRAF;NA;0,0016;8
Dabrafenib;H21;H;21;BRAF;NA;0,008;8
Dabrafenib;D12;D;12;BRAF;NA;0,2;8
Dabrafenib;G24;G;24;BRAF;NA;1;8
Doxorubicin;H24;H;24;TOP2A;NA;1;8
Doxorubicin;G23;G;23;TOP2A;NA;0,04;8
Doxorubicin;F11;F;11;TOP2A;NA;0,008;8
Doxorubicin;H13;H;13;TOP2A;NA;0,0016;8
Doxorubicin;P12;P;12;TOP2A;NA;0,2;8
Methotrexate;O16;O;16;DHFR;NA;0,04;8
Methotrexate;P16;P;16;DHFR;NA;0,2;8
Methotrexate;C18;C;18;DHFR;NA;0,0016;8
Methotrexate;M01;M;1;DHFR;NA;1;8
Methotrexate;H15;H;15;DHFR;NA;0,008;8
Sunitinib;J12;J;12;PDGFR;Protein Tyrosine Kinase;0,2;8
Sunitinib;H09;H;9;PDGFR;Protein Tyrosine Kinase;0,0016;8
Sunitinib;H12;H;12;PDGFR;Protein Tyrosine Kinase;0,04;8
Sunitinib;N06;N;6;PDGFR;Protein Tyrosine Kinase;0,008;8
Sunitinib;L13;L;13;PDGFR;Protein Tyrosine Kinase;1;8
Axitinib;N19;N;19;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;0,2;8
Axitinib;L19;L;19;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;0,0016;8
Axitinib;I22;I;22;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;1;8
Axitinib;N16;N;16;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;0,04;8
Axitinib;F12;F;12;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;0,008;8
Oxaliplatin;J24;J;24;DNA/RNA Synthesis;DNA Damage;0,008;8
Oxaliplatin;F15;F;15;DNA/RNA Synthesis;DNA Damage;1;8
Oxaliplatin;N13;N;13;DNA/RNA Synthesis;DNA Damage;0,2;8
Oxaliplatin;O11;O;11;DNA/RNA Synthesis;DNA Damage;0,04;8
Oxaliplatin;E07;E;7;DNA/RNA Synthesis;DNA Damage;0,0016;8
PRI-724;M12;M;12;Wnt/beta-catenin;Stem Cells &  Wnt;0,04;8
PRI-724;C13;C;13;Wnt/beta-catenin;Stem Cells &  Wnt;0,0016;8
PRI-724;J17;J;17;Wnt/beta-catenin;Stem Cells &  Wnt;0,2;8
PRI-724;H10;H;10;Wnt/beta-catenin;Stem Cells &  Wnt;1;8
PRI-724;K08;K;8;Wnt/beta-catenin;Stem Cells &  Wnt;0,008;8
5-FU;C05;C;5;TYMS;NA;0,2;8
5-FU;K12;K;12;TYMS;NA;0,0016;8
5-FU;J18;J;18;TYMS;NA;1;8
5-FU;C20;C;20;TYMS;NA;0,04;8
5-FU;B12;B;12;TYMS;NA;0,008;8
Panobinostat;F22;F;22;HDAC1;NA;0,04;8
Panobinostat;P19;P;19;HDAC1;NA;1;8
Panobinostat;A24;A;24;HDAC1;NA;0,008;8
Panobinostat;P04;P;4;HDAC1;NA;0,0016;8
Panobinostat;J21;J;21;HDAC1;NA;0,2;8
Afatinib;E12;E;12;EGFR;NA;1;8
Afatinib;A19;A;19;EGFR;NA;0,008;8
Afatinib;E15;E;15;EGFR;NA;0,04;8
Afatinib;D23;D;23;EGFR;NA;0,2;8
Afatinib;G06;G;6;EGFR;NA;0,0016;8
Cabozantinib maleate;F04;F;4;MET;NA;1;8
Cabozantinib maleate;J01;J;1;MET;NA;0,008;8
Cabozantinib maleate;H16;H;16;MET;NA;0,2;8
Cabozantinib maleate;A23;A;23;MET;NA;0,04;8
Cabozantinib maleate;D05;D;5;MET;NA;0,0016;8
Dasatinib;D01;D;1;Src, Bcr-Abl, c-Kit;Angiogenesis;0,0016;8
Dasatinib;M24;M;24;Src, Bcr-Abl, c-Kit;Angiogenesis;0,2;8
Dasatinib;F02;F;2;Src, Bcr-Abl, c-Kit;Angiogenesis;1;8
Dasatinib;A08;A;8;Src, Bcr-Abl, c-Kit;Angiogenesis;0,008;8
Dasatinib;G19;G;19;Src, Bcr-Abl, c-Kit;Angiogenesis;0,04;8
Erlotinib;D22;D;22;EGFR;NA;0,04;8
Erlotinib;K01;K;1;EGFR;NA;0,2;8
Erlotinib;L21;L;21;EGFR;NA;1;8
Erlotinib;C14;C;14;EGFR;NA;0,0016;8
Erlotinib;D04;D;4;EGFR;NA;0,008;8
Etoposid;E05;E;5;TOP2A;NA;0,04;8
Etoposid;O19;O;19;TOP2A;NA;0,2;8
Etoposid;F01;F;1;TOP2A;NA;0,008;8
Etoposid;C06;C;6;TOP2A;NA;0,0016;8
Etoposid;E08;E;8;TOP2A;NA;1;8
Gefitinib;F10;F;10;EGFR;NA;1;8
Gefitinib;F14;F;14;EGFR;NA;0,008;8
Gefitinib;F08;F;8;EGFR;NA;0,04;8
Gefitinib;K06;K;6;EGFR;NA;0,2;8
Gefitinib;D19;D;19;EGFR;NA;0,0016;8
Idelalisib;O04;O;4;PIK3CD;NA;0,04;8
Idelalisib;D07;D;7;PIK3CD;NA;0,008;8
Idelalisib;B01;B;1;PIK3CD;NA;0,2;8
Idelalisib;E21;E;21;PIK3CD;NA;1;8
Idelalisib;G01;G;1;PIK3CD;NA;0,0016;8
lapatinib;A21;A;21;ERBB2;NA;0,04;8
lapatinib;N01;N;1;ERBB2;NA;0,008;8
lapatinib;G20;G;20;ERBB2;NA;0,2;8
lapatinib;L22;L;22;ERBB2;NA;0,0016;8
lapatinib;G15;G;15;ERBB2;NA;1;8
LGK974;N23;N;23;PORCN;NA;0,2;8
LGK974;O05;O;5;PORCN;NA;0,008;8
LGK974;H11;H;11;PORCN;NA;1;8
LGK974;M07;M;7;PORCN;NA;0,04;8
LGK974;B11;B;11;PORCN;NA;0,0016;8
Nutlin3a;H04;H;4;TP53;NA;0,04;8
Nutlin3a;K15;K;15;TP53;NA;0,2;8
Nutlin3a;N11;N;11;TP53;NA;0,008;8
