Drug;Line;Pathway;Target;Enriched.Target;is.pathway.enriched;is.target.enriched
VPS34-IN1;D022T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
VS-5584 (SB2343);D022T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
VX-11e;D022T01;MAPK;ERK;NA;TRUE;FALSE
VX-680 (Tozasertib, MK-0457);D022T01;Endocrinology & Hormones;Aurora Kinase;NA;FALSE;FALSE
WAY-600;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Wnt agonist 1;D022T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
WYE-125132 (WYE-132);D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
WZ3146;D022T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
ZM 447439;D022T01;Others;Aurora Kinase;NA;FALSE;FALSE
ZSTK474;D022T01;Neuronal Signaling;PI3K;NA;FALSE;FALSE
A-674563;D027T01;PI3K/Akt/mTOR;Akt, CDK, PKA;cdk;FALSE;TRUE
AEE788 (NVP-AEE788);D027T01;Protein Tyrosine Kinase;EGFR, Flt, VEGFR, HER2;vegfr;FALSE;TRUE
AP26113;D027T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
AST-1306;D027T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
AT7519;D027T01;Cell Cycle;CDK;NA;FALSE;FALSE
AT9283;D027T01;Others;Bcr-Abl, JAK, Aurora Kinase;NA;FALSE;FALSE
AZD1080;D027T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD2858;D027T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD3463;D027T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
AZD3759;D027T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
AZD5438;D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
AZD7762;D027T01;Cell Cycle;Chk;NA;TRUE;FALSE
AZD8055;D027T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
AZD8330;D027T01;MAPK;MEK;mek;FALSE;TRUE
AZD8931 (Sapitinib);D027T01;Protein Tyrosine Kinase;EGFR, HER2;egfr;TRUE;TRUE
AZD9291;D027T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
BGT226 (NVP-BGT226);D027T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
BI 2536;D027T01;Others;PLK;NA;FALSE;FALSE
BKM120 (NVP-BKM120, Buparlisib);D027T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
BMS-754807;D027T01;Others;IGF-1R;NA;FALSE;FALSE
Bortezomib__0.2;D027T01;NA;PSMB1;NA;FALSE;FALSE
Bortezomib__1.0;D027T01;NA;PSMB1;NA;FALSE;FALSE
Bosutinib (SKI-606);D027T01;Angiogenesis;Src;NA;FALSE;FALSE
CHIR-124;D027T01;Cell Cycle;Chk;NA;FALSE;FALSE
CHIR-98014;D027T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
CHIR-99021 (CT99021);D027T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
CNX-2006;D027T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
Cobimetinib (GDC-0973, RG7420);D027T01;MAPK;MEK;NA;FALSE;FALSE
Crizotinib (PF-02341066);D027T01;Others;c-Met, ALK;NA;FALSE;FALSE
CUDC-101;D027T01;Epigenetics;HDAC, EGFR, HER2;NA;FALSE;FALSE
CUDC-907;D027T01;Cytoskeletal Signaling;HDAC, PI3K;NA;FALSE;FALSE
Dacomitinib (PF299804, PF299);D027T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
Dinaciclib (SCH727965);D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Dovitinib (TKI-258, CHIR-258);D027T01;Angiogenesis;c-Kit, FGFR, Flt, VEGFR, PDGFR;vegfr;FALSE;TRUE
Dovitinib (TKI-258) Dilactic Acid;D027T01;Angiogenesis;Flt, FGFR, PDGFR, VEGFR, c-Kit;NA;FALSE;FALSE
Flavopiridol (Alvocidib);D027T01;Cell Cycle;CDK;NA;FALSE;FALSE
Flavopiridol HCl;D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
FRAX597;D027T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
GDC-0980 (RG7422);D027T01;PI3K/Akt/mTOR;mTOR, PI3K;NA;FALSE;FALSE
Gefitinib (ZD1839);D027T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
Golvatinib (E7050);D027T01;Protein Tyrosine Kinase;c-Met, VEGFR;NA;FALSE;FALSE
GSK2126458 (GSK458);D027T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
GSK461364;D027T01;Cell Cycle;PLK;NA;FALSE;FALSE
GZD824;D027T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Hesperadin;D027T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
IKK-16 (IKK Inhibitor VII);D027T01;NF-_B;IKK;NA;FALSE;FALSE
Imatinib Mesylate (STI571);D027T01;Protein Tyrosine Kinase;PDGFR, c-Kit, Bcr-Abl;NA;FALSE;FALSE
Irinotecan / SN-38__0.2;D027T01;NA;TOP1MT;NA;FALSE;FALSE
Irinotecan / SN-38__1.0;D027T01;NA;TOP1MT;NA;FALSE;FALSE
KW-2449;D027T01;Angiogenesis;Flt, Bcr-Abl, Aurora Kinase;NA;FALSE;FALSE
KX2-391;D027T01;Angiogenesis;Src;NA;FALSE;FALSE
LY2090314;D027T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
LY3023414;D027T01;PI3K/Akt/mTOR;Akt;NA;FALSE;FALSE
MEK162 (ARRY-162, ARRY-438162);D027T01;MAPK;MEK;NA;FALSE;FALSE
Milciclib (PHA-848125);D027T01;Cell Cycle;CDK;NA;FALSE;FALSE
NVP-AEW541;D027T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
ONO-4059;D027T01;Angiogenesis;BTK;NA;FALSE;FALSE
OSI-420;D027T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
P276-00;D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Pacritinib (SB1518);D027T01;JAK/STAT;JAK;NA;FALSE;FALSE
PD0325901;D027T01;DNA Damage;MEK;mek;FALSE;TRUE
PD168393;D027T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
PD318088;D027T01;MAPK;MEK;mek;FALSE;TRUE
Pelitinib (EKB-569);D027T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
PF-00562271;D027T01;Angiogenesis;FAK;fak;FALSE;TRUE
PF-431396;D027T01;Angiogenesis;FAK;fak;FALSE;TRUE
PF-4708671;D027T01;PI3K/Akt/mTOR;S6 Kinase;NA;FALSE;FALSE
PF-543;D027T01;GPCR & G Protein;SphK1;NA;FALSE;FALSE
PF-562271;D027T01;Angiogenesis;FAK;fak;FALSE;TRUE
PHA-767491;D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Piceatannol;D027T01;Angiogenesis;Syk;NA;FALSE;FALSE
PIK-93;D027T01;PI3K/Akt/mTOR;PI3K, VEGFR;NA;FALSE;FALSE
Pimasertib (AS-703026);D027T01;MAPK;MEK;mek;FALSE;TRUE
PP121;D027T01;Protein Tyrosine Kinase;DNA-PK, mTOR, PDGF;NA;FALSE;FALSE
R547;D027T01;Cell Cycle;CDK;cdk;TRUE;TRUE
RAF265 (CHIR-265);D027T01;MAPK;Raf, VEGFR;vegfr;FALSE;TRUE
Refametinib (RDEA119, Bay 86-9766);D027T01;Others;MEK;mek;FALSE;TRUE
Rigosertib (ON-01910);D027T01;Cell Cycle;PLK;NA;TRUE;FALSE
Saracatinib (AZD0530);D027T01;Angiogenesis;Src, Bcr-Abl;NA;FALSE;FALSE
SC1;D027T01;MAPK;ERK;NA;FALSE;FALSE
Selumetinib (AZD6244);D027T01;MAPK;MEK;NA;FALSE;FALSE
SNS-032 (BMS-387032);D027T01;Others;CDK;NA;FALSE;FALSE
Staurosporine_500nM;D027T01;NA;NA;NA;FALSE;FALSE
TAE226 (NVP-TAE226);D027T01;Angiogenesis;FAK;NA;FALSE;FALSE
TAK-733;D027T01;MAPK;MEK;NA;FALSE;FALSE
Tepotinib (EMD 1214063);D027T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
TG101348 (SAR302503);D027T01;JAK/STAT;JAK;NA;FALSE;FALSE
Vacquinol-1;D027T01;MAPK;JNK;NA;FALSE;FALSE
VX-11e;D027T01;MAPK;ERK;NA;FALSE;FALSE
WAY-600;D027T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
Wnt agonist 1;D027T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
WZ3146;D027T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
ZSTK474;D027T01;Neuronal Signaling;PI3K;NA;FALSE;FALSE
A-674563;D030T01;PI3K/Akt/mTOR;Akt, CDK, PKA;cdk;FALSE;TRUE
AEE788 (NVP-AEE788);D030T01;Protein Tyrosine Kinase;EGFR, Flt, VEGFR, HER2;egfr;TRUE;TRUE
Alisertib (MLN8237);D030T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
AMG-900;D030T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
AP26113;D030T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
AT7519;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
AT9283;D030T01;Others;Bcr-Abl, JAK, Aurora Kinase;NA;FALSE;FALSE
AZ 628;D030T01;MAPK;Raf;NA;FALSE;FALSE
AZ20;D030T01;PI3K/Akt/mTOR;ATM, ATR;NA;FALSE;FALSE
AZD1080;D030T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD1480;D030T01;JAK/STAT;JAK;NA;FALSE;FALSE
AZD2014;D030T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
AZD2858;D030T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD3463;D030T01;Protein Tyrosine Kinase;ALK;NA;TRUE;FALSE
AZD5438;D030T01;Cell Cycle;CDK;cdk;TRUE;TRUE
AZD7762;D030T01;Cell Cycle;Chk;NA;TRUE;FALSE
AZD8055;D030T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
AZD8330;D030T01;MAPK;MEK;NA;FALSE;FALSE
Barasertib (AZD1152-HQPA);D030T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
BGT226 (NVP-BGT226);D030T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
BI 2536;D030T01;Others;PLK;plk;FALSE;TRUE
BKM120 (NVP-BKM120, Buparlisib);D030T01;PI3K/Akt/mTOR;PI3K;NA;TRUE;FALSE
BMS-536924;D030T01;Protein Tyrosine Kinase;IGF-1R;NA;TRUE;FALSE
BMS-754807;D030T01;Others;IGF-1R;NA;FALSE;FALSE
Bortezomib__0.2;D030T01;NA;PSMB1;NA;FALSE;FALSE
Bortezomib__1.0;D030T01;NA;PSMB1;NA;FALSE;FALSE
BX-912;D030T01;PI3K/Akt/mTOR;PDK-1;NA;FALSE;FALSE
BYL719;D030T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
CC-223;D030T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
CH5132799;D030T01;PI3K/Akt/mTOR;PI3K, mTOR;mtor;TRUE;TRUE
CHIR-124;D030T01;Cell Cycle;Chk;NA;TRUE;FALSE
CHIR-98014;D030T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
CHIR-99021 (CT99021);D030T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
Cobimetinib (GDC-0973, RG7420);D030T01;MAPK;MEK;mek;TRUE;TRUE
CP-673451;D030T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crenolanib (CP-868596);D030T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crizotinib (PF-02341066);D030T01;Others;c-Met, ALK;NA;FALSE;FALSE
CUDC-101;D030T01;Epigenetics;HDAC, EGFR, HER2;NA;FALSE;FALSE
CUDC-907;D030T01;Cytoskeletal Signaling;HDAC, PI3K;NA;FALSE;FALSE
CYC116;D030T01;Cell Cycle;Aurora Kinase, VEGFR;aurora kinase;FALSE;TRUE
Dabrafenib (GSK2118436);D030T01;MAPK;Raf;NA;TRUE;FALSE
Dacomitinib (PF299804, PF299);D030T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
Danusertib (PHA-739358);D030T01;Others;Aurora Kinase, FGFR, Bcr-Abl, c-RET, Src;aurora kinase;FALSE;TRUE
Dasatinib;D030T01;Angiogenesis;Src, Bcr-Abl, c-Kit;bcr-abl;TRUE;TRUE
DCC-2036 (Rebastinib);D030T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Dinaciclib (SCH727965);D030T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Dovitinib (TKI-258) Dilactic Acid;D030T01;Angiogenesis;Flt, FGFR, PDGFR, VEGFR, c-Kit;NA;FALSE;FALSE
ENMD-2076;D030T01;Angiogenesis;Flt, Aurora Kinase, VEGFR;NA;FALSE;FALSE
FH535;D030T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
Flavopiridol (Alvocidib);D030T01;Cell Cycle;CDK;NA;TRUE;FALSE
Flavopiridol HCl;D030T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Foretinib (GSK1363089);D030T01;Others;c-Met, VEGFR;NA;FALSE;FALSE
Fostamatinib (R788);D030T01;Angiogenesis;Syk;NA;FALSE;FALSE
FRAX597;D030T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
GDC-0980 (RG7422);D030T01;PI3K/Akt/mTOR;mTOR, PI3K;mtor;TRUE;TRUE
Gefitinib (ZD1839);D030T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
GF109203X;D030T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Golvatinib (E7050);D030T01;Protein Tyrosine Kinase;c-Met, VEGFR;NA;TRUE;FALSE
GSK2126458 (GSK458);D030T01;PI3K/Akt/mTOR;PI3K, mTOR;mtor;FALSE;TRUE
GSK2292767;D030T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
GSK461364;D030T01;Cell Cycle;PLK;NA;FALSE;FALSE
GZD824;D030T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Hesperadin;D030T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
HMN-214;D030T01;Cell Cycle;PLK;plk;FALSE;TRUE
HS-173;D030T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
Imatinib Mesylate (STI571);D030T01;Protein Tyrosine Kinase;PDGFR, c-Kit, Bcr-Abl;bcr-abl;TRUE;TRUE
INK 128 (MLN0128);D030T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
Irinotecan / SN-38__0.2;D030T01;NA;TOP1MT;NA;FALSE;FALSE
Irinotecan / SN-38__1.0;D030T01;NA;TOP1MT;NA;FALSE;FALSE
JNJ-7706621;D030T01;Cell Cycle;CDK, Aurora Kinase;NA;FALSE;FALSE
JNK Inhibitor IX;D030T01;MAPK;JNK;NA;FALSE;FALSE
KW-2449;D030T01;Angiogenesis;Flt, Bcr-Abl, Aurora Kinase;NA;FALSE;FALSE
KX2-391;D030T01;Angiogenesis;Src;NA;FALSE;FALSE
LDC000067;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
LY2090314;D030T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
LY2835219;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
LY3023414;D030T01;PI3K/Akt/mTOR;Akt;NA;TRUE;FALSE
MEK162 (ARRY-162, ARRY-438162);D030T01;MAPK;MEK;mek;TRUE;TRUE
Milciclib (PHA-848125);D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
Mubritinib (TAK 165);D030T01;Protein Tyrosine Kinase;HER2;NA;TRUE;FALSE
NVP-AEW541;D030T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
OSI-027;D030T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
OSI-420;D030T01;Protein Tyrosine Kinase;EGFR;egfr;TRUE;TRUE
P276-00;D030T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Pacritinib (SB1518);D030T01;JAK/STAT;JAK;NA;FALSE;FALSE
PD0325901;D030T01;DNA Damage;MEK;mek;FALSE;TRUE
PD173955;D030T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
PD318088;D030T01;MAPK;MEK;NA;FALSE;FALSE
Pelitinib (EKB-569);D030T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
PF-00562271;D030T01;Angiogenesis;FAK;fak;TRUE;TRUE
PF-04691502;D030T01;PI3K/Akt/mTOR;mTOR, PI3K, Akt;NA;FALSE;FALSE
PF-3758309;D030T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
PF-431396;D030T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-4708671;D030T01;PI3K/Akt/mTOR;S6 Kinase;NA;TRUE;FALSE
PF-562271;D030T01;Angiogenesis;FAK;fak;TRUE;TRUE
PHA-680632;D030T01;Cell Cycle;Aurora Kinase;aurora kinase;FALSE;TRUE
PHA-767491;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
PHA-793887;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
PIK-93;D030T01;PI3K/Akt/mTOR;PI3K, VEGFR;NA;FALSE;FALSE
Pimasertib (AS-703026);D030T01;MAPK;MEK;mek;FALSE;TRUE
Ponatinib (AP24534);D030T01;Angiogenesis;Bcr-Abl, VEGFR, FGFR, PDGFR, Flt;bcr-abl;TRUE;TRUE
PP121;D030T01;Protein Tyrosine Kinase;DNA-PK, mTOR, PDGF;NA;FALSE;FALSE
PP242;D030T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
R547;D030T01;Cell Cycle;CDK;cdk;TRUE;TRUE
RAF265 (CHIR-265);D030T01;MAPK;Raf, VEGFR;NA;FALSE;FALSE
Refametinib (RDEA119, Bay 86-9766);D030T01;Others;MEK;mek;FALSE;TRUE
Rigosertib (ON-01910);D030T01;Cell Cycle;PLK;plk;TRUE;TRUE
Ro 31-8220 Mesylate;D030T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Ro3280;D030T01;Cell Cycle;PLK;NA;FALSE;FALSE
Saracatinib (AZD0530);D030T01;Angiogenesis;Src, Bcr-Abl;bcr-abl;TRUE;TRUE
SC1;D030T01;MAPK;ERK;NA;FALSE;FALSE
Selumetinib (AZD6244);D030T01;MAPK;MEK;mek;FALSE;TRUE
SGI-7079;D030T01;Protein Tyrosine Kinase;VEGFR;NA;TRUE;FALSE
SNS-032 (BMS-387032);D030T01;Others;CDK;NA;FALSE;FALSE
SNS-314 Mesylate;D030T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
Sorafenib Tosylate;D030T01;Neuronal Signaling;VEGFR, PDGFR, Raf;NA;FALSE;FALSE
Staurosporine_500nM;D030T01;NA;NA;NA;FALSE;FALSE
SU9516;D030T01;Cell Cycle;CDK;NA;FALSE;FALSE
TAE226 (NVP-TAE226);D030T01;Angiogenesis;FAK;fak;TRUE;TRUE
TAK-733;D030T01;MAPK;MEK;NA;FALSE;FALSE
TAK-901;D030T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
TG101209;D030T01;JAK/STAT;Flt, JAK, c-RET;NA;FALSE;FALSE
TG101348 (SAR302503);D030T01;JAK/STAT;JAK;NA;FALSE;FALSE
Tivantinib (ARQ 197);D030T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
Torin 2;D030T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
TPCA-1;D030T01;NF-_B;IKK;NA;FALSE;FALSE
Trametinib (GSK1120212);D030T01;MAPK;MEK;mek;TRUE;TRUE
Ulixertinib (BVD-523, VRT752271);D030T01;MAPK;ERK;NA;TRUE;FALSE
VS-5584 (SB2343);D030T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
VX-11e;D030T01;MAPK;ERK;NA;TRUE;FALSE
VX-680 (Tozasertib, MK-0457);D030T01;Endocrinology & Hormones;Aurora Kinase;aurora kinase;FALSE;TRUE
WAY-600;D030T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Wnt agonist 1;D030T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
WYE-125132 (WYE-132);D030T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
WYE-354;D030T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
ZSTK474;D030T01;Neuronal Signaling;PI3K;NA;FALSE;FALSE
A-674563;D046T01;PI3K/Akt/mTOR;Akt, CDK, PKA;cdk;FALSE;TRUE
AG-1024;D046T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
Alisertib (MLN8237);D046T01;Others;Aurora Kinase;NA;FALSE;FALSE
AMG-900;D046T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
Amuvatinib (MP-470);D046T01;Protein Tyrosine Kinase;c-Met, c-Kit, PDGFR, Flt, c-RET;c-met;FALSE;TRUE
AP26113;D046T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
AT7519;D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
AT9283;D046T01;Others;Bcr-Abl, JAK, Aurora Kinase;NA;FALSE;FALSE
Aurora A Inhibitor I;D046T01;Cell Cycle;Aurora Kinase;aurora kinase;FALSE;TRUE
AZ 628;D046T01;MAPK;Raf;NA;FALSE;FALSE
AZ20;D046T01;PI3K/Akt/mTOR;ATM, ATR;NA;TRUE;FALSE
AZD1080;D046T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD1480;D046T01;JAK/STAT;JAK;NA;FALSE;FALSE
AZD2014;D046T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
AZD2858;D046T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
AZD3463;D046T01;Protein Tyrosine Kinase;ALK;alk;FALSE;TRUE
AZD5363;D046T01;PI3K/Akt/mTOR;Akt;akt;FALSE;TRUE
AZD5438;D046T01;Cell Cycle;CDK;cdk;TRUE;TRUE
AZD6738;D046T01;PI3K/Akt/mTOR;ATM, ATR;NA;FALSE;FALSE
AZD7762;D046T01;Cell Cycle;Chk;NA;FALSE;FALSE
AZD8055;D046T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
AZD8330;D046T01;MAPK;MEK;NA;FALSE;FALSE
Barasertib (AZD1152-HQPA);D046T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
BGT226 (NVP-BGT226);D046T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
BI 2536;D046T01;Others;PLK;NA;FALSE;FALSE
BKM120 (NVP-BKM120, Buparlisib);D046T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
BMS-265246;D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
BMS-345541;D046T01;NF-_B;I_B, IKK;NA;FALSE;FALSE
BMS-536924;D046T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
BMS-754807;D046T01;Others;IGF-1R;NA;FALSE;FALSE
Bortezomib__0.2;D046T01;NA;PSMB1;NA;FALSE;FALSE
Bortezomib__1.0;D046T01;NA;PSMB1;NA;FALSE;FALSE
Bosutinib (SKI-606);D046T01;Angiogenesis;Src;src;TRUE;TRUE
BX-912;D046T01;PI3K/Akt/mTOR;PDK-1;NA;FALSE;FALSE
BYL719;D046T01;PI3K/Akt/mTOR;PI3K;pi3k;TRUE;TRUE
CC-223;D046T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
CCT128930;D046T01;PI3K/Akt/mTOR;Akt;akt;FALSE;TRUE
CH5132799;D046T01;PI3K/Akt/mTOR;PI3K, mTOR;mtor;TRUE;TRUE
CHIR-124;D046T01;Cell Cycle;Chk;NA;FALSE;FALSE
CHIR-98014;D046T01;PI3K/Akt/mTOR;GSK-3;gsk-3;FALSE;TRUE
CHIR-99021 (CT99021);D046T01;PI3K/Akt/mTOR;GSK-3;gsk-3;TRUE;TRUE
CHIR-99021 (CT99021) HCl;D046T01;PI3K/Akt/mTOR;PI3K, Akt, mTOR;NA;TRUE;FALSE
Cobimetinib (GDC-0973, RG7420);D046T01;MAPK;MEK;mek;TRUE;TRUE
Crizotinib (PF-02341066);D046T01;Others;c-Met, ALK;alk;FALSE;TRUE
CUDC-101;D046T01;Epigenetics;HDAC, EGFR, HER2;NA;FALSE;FALSE
CUDC-907;D046T01;Cytoskeletal Signaling;HDAC, PI3K;NA;FALSE;FALSE
CYC116;D046T01;Cell Cycle;Aurora Kinase, VEGFR;vegfr;FALSE;TRUE
Danusertib (PHA-739358);D046T01;Others;Aurora Kinase, FGFR, Bcr-Abl, c-RET, Src;src;FALSE;TRUE
Dasatinib;D046T01;Angiogenesis;Src, Bcr-Abl, c-Kit;src;TRUE;TRUE
DCC-2036 (Rebastinib);D046T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Dinaciclib (SCH727965);D046T01;Cell Cycle;CDK;cdk;TRUE;TRUE
ENMD-2076;D046T01;Angiogenesis;Flt, Aurora Kinase, VEGFR;vegfr;TRUE;TRUE
ERK5-IN-1;D046T01;MAPK;ERK;NA;FALSE;FALSE
FH535;D046T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
Flavopiridol (Alvocidib);D046T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Flavopiridol HCl;D046T01;Cell Cycle;CDK;cdk;FALSE;TRUE
Foretinib (GSK1363089);D046T01;Others;c-Met, VEGFR;c-met;FALSE;TRUE
Fostamatinib (R788);D046T01;Angiogenesis;Syk;NA;TRUE;FALSE
FRAX597;D046T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
GDC-0068;D046T01;PI3K/Akt/mTOR;Akt;akt;FALSE;TRUE
GDC-0349;D046T01;PI3K/Akt/mTOR;mTOR;mtor;FALSE;TRUE
GDC-0980 (RG7422);D046T01;PI3K/Akt/mTOR;mTOR, PI3K;mtor;TRUE;TRUE
GF109203X;D046T01;TGF-beta/Smad;PKC;pkc;TRUE;TRUE
Go 6983;D046T01;TGF-beta/Smad;PKC;pkc;TRUE;TRUE
Golvatinib (E7050);D046T01;Protein Tyrosine Kinase;c-Met, VEGFR;NA;FALSE;FALSE
GSK1838705A;D046T01;Protein Tyrosine Kinase;IGF-1, ALK;alk;FALSE;TRUE
GSK2126458 (GSK458);D046T01;PI3K/Akt/mTOR;PI3K, mTOR;mtor;FALSE;TRUE
GSK2292767;D046T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
GSK2334470;D046T01;PI3K/Akt/mTOR;PDK-1;NA;TRUE;FALSE
GSK461364;D046T01;Cell Cycle;PLK;NA;FALSE;FALSE
GSK690693;D046T01;Others;Akt;NA;FALSE;FALSE
Hesperadin;D046T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
HMN-214;D046T01;Cell Cycle;PLK;NA;FALSE;FALSE
